file_name,beats,downbeats
Media-103806.wav,"[ 0.05   0.627  1.227  1.82   2.41   3.     3.588  4.172  4.76   5.35
  5.94   6.53   7.118  7.702  8.287  8.868  9.475 10.068 10.65  11.232
 11.82  12.41  13.    13.59  14.178 14.762 15.35  15.937 16.517 17.117
 17.705 18.278 18.878 19.477 20.06  20.642 21.23  21.82  22.41  23.
 23.588 24.173 24.767 25.352 25.94  26.53  27.12  27.708 28.292 28.88
 29.468]","[ 1.227  3.588  5.94   8.287 10.65  13.    15.35  17.705 20.06  22.41
 24.767 27.12  29.468]"
Albums-StrictlyDancing_Tango-11.wav,"[ 0.71981859  1.19292517  1.68        2.18004535  2.66004535  3.14004535
  3.62004535  4.11002267  4.6         5.07002267  5.56        6.04
  6.52        6.99002267  7.47002268  7.95002267  8.48        8.94004535
  9.46004535  9.96997732 10.46004535 10.96       11.44997732 11.96
 12.46004535 12.96       13.46004535 13.96       14.46004535 14.96997732
 15.47002267 15.96       16.46004535 16.94004535 17.44997732 17.96
 18.48997732 18.99002267 19.55002268 20.06004535 20.56       21.03002268
 21.52997732 22.04       22.52       23.03002268 23.52       24.03002268
 24.54004535 25.04       25.54004535 26.06004535 26.54693878 27.08897959
 27.61142857 28.06857143 28.54530612 29.08734694 29.55102041]","[ 1.68        3.62004535  5.56        7.47002268  9.46004535 11.44997732
 13.46004535 15.47002267 17.44997732 19.55002268 21.52997732 23.52
 25.54004535 27.61142857 29.55102041]"
Media-105517.wav,"[ 0.1   0.4   0.71  1.    1.3   1.6   1.92  2.22  2.51  2.82  3.1   3.41
  3.69  4.01  4.31  4.6   4.91  5.2   5.51  5.81  6.11  6.41  6.69  7.
  7.31  7.61  7.87  8.2   8.51  8.81  9.12  9.41  9.71 10.01 10.3  10.61
 10.91 11.21 11.5  11.81 12.1  12.4  12.7  13.01 13.31 13.61 13.91 14.21
 14.51 14.8  15.09 15.4  15.69 16.   16.28 16.6  16.9  17.2  17.5  17.81
 18.1  18.42 18.72 19.01 19.31 19.61 19.89 20.21 20.51 20.81 21.1  21.42
 21.71 22.01 22.31 22.61 22.91 23.21 23.51 23.82 24.12 24.41 24.7  25.01
 25.29 25.61 25.9  26.21 26.51 26.81 27.1  27.4  27.71 28.01 28.31 28.61
 28.89 29.2  29.5  29.81]","[ 0.1   1.3   2.51  3.69  4.91  6.11  7.31  8.51  9.71 10.91 12.1  13.31
 14.51 15.69 16.9  18.1  19.31 20.51 21.71 22.91 24.12 25.29 26.51 27.71
 28.89]"
Albums-Latin_Jam-02.wav,"[ 0.27002267  0.84997732  1.43002268  2.00997732  2.59002268  3.16997732
  3.75002267  4.32        4.90004535  5.48        6.06004535  6.64
  7.20997732  7.79002268  8.36997732  8.95002267  9.52997732 10.11002267
 10.68       11.26004535 11.84       12.42004535 13.         13.56997732
 14.16       14.72997732 15.31002268 15.88997732 16.47002267 17.04997732
 17.62004535 18.2        18.78004535 19.36       19.92997732 20.51002267
 21.08997732 21.67002267 22.24997732 22.82004535 23.4        23.98004535
 24.56       25.14004535 25.72       26.30004535 26.87002268 27.44997732
 28.03002268 28.60997732 29.19002268 29.76997732]","[ 0.27002267  2.59002268  4.90004535  7.20997732  9.52997732 11.84
 14.16       16.47002267 18.78004535 21.08997732 23.4        25.72
 28.03002268]"
Media-105611.wav,"[1.000e-02 5.800e-01 1.160e+00 1.730e+00 2.310e+00 2.890e+00 3.460e+00
 4.040e+00 4.620e+00 5.190e+00 5.770e+00 6.350e+00 6.930e+00 7.500e+00
 8.080e+00 8.660e+00 9.240e+00 9.810e+00 1.039e+01 1.097e+01 1.154e+01
 1.212e+01 1.270e+01 1.327e+01 1.385e+01 1.443e+01 1.501e+01 1.558e+01
 1.616e+01 1.673e+01 1.731e+01 1.789e+01 1.847e+01 1.904e+01 1.962e+01
 2.019e+01 2.078e+01 2.135e+01 2.193e+01 2.251e+01 2.308e+01 2.366e+01
 2.424e+01 2.481e+01 2.539e+01 2.597e+01 2.654e+01 2.712e+01 2.770e+01
 2.827e+01 2.885e+01 2.942e+01]","[1.000e-02 2.310e+00 4.620e+00 6.930e+00 9.240e+00 1.154e+01 1.385e+01
 1.616e+01 1.847e+01 2.078e+01 2.308e+01 2.539e+01 2.770e+01]"
Media-104703.wav,"[ 0.05   0.797  1.553  2.317  3.08   3.833  4.587  5.337  6.09   6.843
  7.6    8.337  9.06   9.767 10.49  11.227 11.97  12.7   13.43  14.17
 14.897 15.623 16.343 17.077 17.793 18.493 19.213 19.93  20.66  21.367
 22.07  22.773 23.467 24.157 24.837 25.533 26.237 26.939 27.634 28.336
 29.042 29.884]","[ 0.05   2.317  4.587  6.843  9.06  11.227 13.43  15.623 17.793 19.93
 22.07  24.157 26.237 28.336]"
Albums-Latin_Jam4-06.wav,"[ 0.65  1.12  1.59  2.07  2.54  3.    3.47  3.95  4.41  4.88  5.35  5.83
  6.29  6.76  7.23  7.7   8.18  8.64  9.11  9.58 10.05 10.52 10.99 11.46
 11.93 12.4  12.87 13.34 13.81 14.28 14.76 15.24 15.69 16.16 16.63 17.11
 17.57 18.04 18.52 18.98 19.45 19.92 20.39 20.86 21.33 21.79 22.27 22.74
 23.22 23.68 24.15 24.63 25.09 25.56 26.03 26.5  26.97 27.44 27.91 28.38
 28.85 29.31 29.78]","[ 0.65  2.54  4.41  6.29  8.18 10.05 11.93 13.81 15.69 17.57 19.45 21.33
 23.22 25.09 26.97 28.85]"
Media-104407.wav,"[ 0.11   0.44   0.766  1.088  1.409  1.731  2.057  2.387  2.717  3.046
  3.375  3.705  4.037  4.37   4.703  5.037  5.368  5.695  6.019  6.344
  6.675  7.014  7.356  7.698  8.039  8.378  8.713  9.044  9.372  9.7
 10.031 10.364 10.7   11.036 11.37  11.7   12.029 12.359 12.69  13.021
 13.353 13.684 14.015 14.342 14.667 14.991 15.318 15.647 15.978 16.31
 16.64  16.969 17.299 17.631 17.963 18.294 18.624 18.954 19.286 19.617
 19.948 20.276 20.603 20.931 21.263 21.597 21.929 22.257 22.583 22.909
 23.238 23.564 23.888 24.211 24.536 24.864 25.193 25.523 25.857 26.195
 26.537 26.88  27.221 27.56  27.897 28.23  28.559 28.886 29.175 29.356
 29.53 ]","[ 0.11   1.088  2.057  3.046  4.037  5.037  6.019  7.014  8.039  9.044
 10.031 11.036 12.029 13.021 14.015 14.991 15.978 16.969 17.963 18.954
 19.948 20.931 21.929 22.909 23.888 24.864 25.857 26.88  27.897 28.886
 29.53 ]"
Albums-Pais_Tropical-07.wav,"[ 1.3   1.79  2.27  2.75  3.24  3.73  4.21  4.7   5.18  5.67  6.15  6.63
  7.12  7.59  8.09  8.58  9.06  9.55 10.03 10.51 11.   11.49 11.97 12.46
 12.94 13.43 13.91 14.4  14.88 15.37 15.85 16.33 16.82 17.31 17.79 18.27
 18.76 19.23 19.73 20.21 20.7  21.19 21.67 22.15 22.64 23.11 23.61 24.09
 24.58 25.07 25.55 26.03 26.52 26.99 27.49 27.97 28.47 28.94 29.43 29.91]","[ 1.3   3.24  5.18  7.12  9.06 11.   12.94 14.88 16.82 18.76 20.7  22.64
 24.58 26.52 28.47]"
Albums-I_Like_It2-09.wav,"[ 0.52244898  1.01006803  1.42004535  1.92        2.36997732  2.84
  3.28        3.76        4.23002267  4.68997732  5.14004535  5.62004535
  6.10004535  6.56        7.04        7.51002268  7.98004535  8.44997732
  8.91002268  9.38004535  9.84997732 10.31002268 10.76997732 11.24
 11.69995465 12.16997732 12.63002267 13.10004535 13.56997732 14.04
 14.52997732 15.         15.47002267 15.92       16.38004535 16.84
 17.32       17.78004535 18.26004535 18.71002268 19.18004535 19.63002267
 20.12997732 20.64       21.08       21.52997732 21.99002267 22.44997732
 22.92       23.38004535 23.83002267 24.31002267 24.79002267 25.24997732
 25.72       26.2        26.66004535 27.12       27.63002267 28.07002268
 28.54004535 29.        ]","[ 1.42004535  3.28        5.14004535  7.04        8.91002268 10.76997732
 12.63002267 14.52997732 16.38004535 18.26004535 20.12997732 21.99002267
 23.83002267 25.72       27.63002267]"
Media-103711.wav,"[ 0.97  1.58  2.17  2.79  3.38  3.98  4.57  5.17  5.8   6.38  6.97  7.57
  8.17  8.76  9.35  9.95 10.56 11.16 11.75 12.35 12.95 13.51 14.14 14.73
 15.34 15.97 16.54 17.14 17.75 18.32 18.92 19.53 20.14 20.73 21.32 21.92
 22.52 23.12 23.72 24.31 24.85 25.48 26.15 26.7  27.32 27.91 28.51 29.11
 29.72]","[ 0.97  3.38  5.8   8.17 10.56 12.95 15.34 17.75 20.14 22.52 24.85 27.32
 29.72]"
Media-103301.wav,"[2.90249430e-02 7.66258503e-01 1.52997732e+00 2.25995465e+00
 2.96997732e+00 3.68000000e+00 4.38004535e+00 5.12997732e+00
 5.83002268e+00 6.56997732e+00 7.27002267e+00 7.96997732e+00
 8.69995465e+00 9.47002267e+00 1.01299773e+01 1.08300227e+01
 1.15500227e+01 1.22499773e+01 1.29699773e+01 1.36899773e+01
 1.44300227e+01 1.51100227e+01 1.58700227e+01 1.65600000e+01
 1.72899773e+01 1.80099773e+01 1.87000454e+01 1.94000000e+01
 2.01400454e+01 2.08400000e+01 2.15799546e+01 2.22499773e+01
 2.29699773e+01 2.37200000e+01 2.44300227e+01 2.51600000e+01
 2.58899773e+01 2.65900227e+01 2.73100227e+01 2.80499773e+01
 2.88200454e+01 2.95200000e+01]","[ 1.52997732  3.68        5.83002268  7.96997732 10.12997732 12.24997732
 14.43002268 16.56       18.70004535 20.84       22.96997732 25.16
 27.31002267 29.52      ]"
Media-104615.wav,"[ 0.0522449   0.34539683  0.6646712   0.98004535  1.27002268  1.56698413
  1.88        2.18303855  2.48997732  2.78303855  3.08698413  3.39002267
  3.68997732  3.98702948  4.28        4.58004535  4.8770068   5.16997732
  5.46702948  5.7629932   6.07002267  6.36698413  6.67002268  6.95301587
  7.2429932   7.52997732  7.83301587  8.13696145  8.44698413  8.74702948
  9.05297052  9.34004535  9.64        9.92       10.20997732 10.49696145
 10.8029932  11.11002267 11.41297052 11.69995465 11.98303855 12.26702948
 12.55301587 12.84997732 13.14702948 13.44698413 13.74004535 14.03301587
 14.33297052 14.63301587 14.94004535 15.23301587 15.5229932  15.8
 16.08       16.36698413 16.66303855 16.96997732 17.26702948 17.5570068
 17.8429932  18.13696145 18.4370068  18.72698413 19.02004535 19.30303855
 19.60698413 19.89995465 20.20698413 20.50303855 20.80997732 21.11002267
 21.40698413 21.68997732 21.98004535 22.26303855 22.5629932  22.84997732
 23.14303855 23.4370068  23.72997732 24.02303855 24.31301587 24.6
 24.89297052 25.18702948 25.4829932  25.76997732 26.05297052 26.34004535
 26.62702948 26.9170068  27.20997732 27.51301587 27.80698413 28.10702948
 28.41297052 28.73297052 29.0429932  29.34303855 29.6370068  29.92997732]","[ 0.98004535  2.18303855  3.39002267  4.58004535  5.7629932   6.95301587
  8.13696145  9.34004535 10.49696145 11.69995465 12.84997732 14.03301587
 15.23301587 16.36698413 17.5570068  18.72698413 19.89995465 21.11002267
 22.26303855 23.4370068  24.6        25.76997732 26.9170068  28.10702948
 29.34303855]"
Albums-Fire-14.wav,"[ 0.24  0.73  1.21  1.69  2.18  2.67  3.15  3.63  4.12  4.61  5.09  5.57
  6.06  6.55  7.03  7.51  8.    8.49  8.97  9.45  9.94 10.43 10.91 11.39
 11.88 12.37 12.85 13.33 13.82 14.31 14.79 15.27 15.77 16.25 16.73 17.21
 17.71 18.19 18.67 19.16 19.65 20.13 20.61 21.09 21.58 22.07 22.56 23.04
 23.52 24.01 24.49 24.98 25.46 25.95 26.44 26.92 27.41 27.89 28.37 28.86
 29.35 29.83]","[ 0.24  2.18  4.12  6.06  8.    9.94 11.88 13.82 15.77 17.71 19.65 21.58
 23.52 25.46 27.41 29.35]"
Albums-Macumba-09.wav,"[ 0.92  1.54  2.17  2.79  3.42  4.04  4.67  5.29  5.92  6.54  7.17  7.8
  8.42  9.04  9.67 10.29 10.92 11.54 12.17 12.79 13.42 14.04 14.67 15.3
 15.92 16.54 17.17 17.79 18.42 19.04 19.67 20.3  20.92 21.54 22.17 22.8
 23.42 24.05 24.67 25.3  25.92 26.54 27.17 27.79 28.42 29.04 29.67]",[ 0.92  3.42  5.92  8.42 10.92 13.42 15.92 18.42 20.92 23.42 25.92 28.42]
Media-104203.wav,"[ 0.14  0.83  1.52  2.22  2.93  3.59  4.3   4.97  5.67  6.36  7.06  7.75
  8.42  9.12  9.81 10.49 11.18 11.88 12.56 13.24 13.95 14.65 15.35 16.02
 16.71 17.36 18.07 18.77 19.46 20.15 20.84 21.52 22.22 22.92 23.59 24.27
 24.98 25.69 26.33 27.01 27.75 28.36 29.12 29.79]","[ 0.14  2.22  4.3   6.36  8.42 10.49 12.56 14.65 16.71 18.77 20.84 22.92
 24.98 27.01 29.12]"
Media-106007.wav,"[ 0.39   0.876  1.36   1.844  2.328  2.812  3.294  3.778  4.262  4.746
  5.232  5.716  6.2    6.684  7.168  7.65   8.136  8.62   9.104  9.586
 10.07  10.552 11.036 11.52  12.006 12.49  12.974 13.458 13.942 14.424
 14.908 15.392 15.876 16.36  16.846 17.33  17.814 18.296 18.78  19.262
 19.746 20.23  20.716 21.2   21.684 22.168 22.652 23.134 23.618 24.104
 24.588 25.072 25.556 26.04  26.522 27.004 27.488 27.974 28.458 28.942
 29.426 29.91 ]","[ 0.39   2.328  4.262  6.2    8.136 10.07  12.006 13.942 15.876 17.814
 19.746 21.684 23.618 25.556 27.488 29.426]"
Media-104408.wav,"[ 0.05   0.393  0.727  1.043  1.377  1.707  2.047  2.377  2.713  3.04
  3.363  3.687  4.02   4.357  4.69   5.02   5.347  5.683  6.02   6.353
  6.68   7.003  7.33   7.657  7.993  8.337  8.67   8.997  9.327  9.663
 10.01  10.35  10.683 11.013 11.343 11.683 12.023 12.357 12.697 13.027
 13.363 13.697 14.037 14.37  14.703 15.033 15.37  15.707 16.04  16.373
 16.707 17.04  17.373 17.707 18.043 18.38  18.71  19.037 19.37  19.71
 20.053 20.387 20.717 21.047 21.38  21.713 22.05  22.38  22.72  23.05
 23.387 23.713 24.047 24.38  24.713 25.043 25.377 25.707 26.04  26.377
 26.717 27.05  27.38  27.71  28.05  28.387 28.727 29.06  29.397 29.73 ]","[ 0.05   1.043  2.047  3.04   4.02   5.02   6.02   7.003  7.993  8.997
 10.01  11.013 12.023 13.027 14.037 15.033 16.04  17.04  18.043 19.037
 20.053 21.047 22.05  23.05  24.047 25.043 26.04  27.05  28.05  29.06 ]"
Media-103917.wav,"[ 0.07   0.553  1.033  1.517  1.997  2.483  2.963  3.447  3.927  4.413
  4.893  5.377  5.857  6.343  6.827  7.31   7.79   8.273  8.757  9.24
  9.72  10.203 10.687 11.17  11.65  12.133 12.617 13.103 13.583 14.067
 14.543 15.03  15.51  15.997 16.477 16.963 17.443 17.927 18.407 18.893
 19.377 19.86  20.34  20.823 21.307 21.79  22.27  22.753 23.237 23.72
 24.2   24.683 25.167 25.65  26.13  26.613 27.097 27.583 28.063 28.547
 29.027 29.493 29.94 ]","[ 0.07   1.997  3.927  5.857  7.79   9.72  11.65  13.583 15.51  17.443
 19.377 21.307 23.237 25.167 27.097 29.027]"
Media-105701.wav,"[ 0.98   1.661  2.343  3.03   3.718  4.41   5.102  5.794  6.483  7.175
  7.866  8.557  9.248  9.94  10.628 11.316 12.004 12.689 13.375 14.062
 14.755 15.449 16.146 16.836 17.526 18.21  18.898 19.586 20.279 20.973
 21.667 22.357 23.045 23.733 24.421 25.108 25.795 26.485 27.177 27.867
 28.557 29.246 29.935]","[ 0.98   3.03   5.102  7.175  9.248 11.316 13.375 15.449 17.526 19.586
 21.667 23.733 25.795 27.867 29.935]"
Albums-Mambo_Kings-10.wav,"[ 0.72  1.33  1.92  2.51  3.12  3.7   4.24  4.88  5.48  6.07  6.65  7.23
  7.83  8.41  9.    9.56 10.16 10.75 11.33 11.91 12.49 13.08 13.62 14.21
 14.78 15.36 15.95 16.52 17.1  17.68 18.26 18.83 19.43 20.01 20.61 21.18
 21.8  22.37 22.97 23.54 24.12 24.69 25.29 25.87 26.46 27.04 27.63 28.21
 28.79 29.38 29.95]","[ 0.72  3.12  5.48  7.83 10.16 12.49 14.78 17.1  19.43 21.8  24.12 26.46
 28.79]"
Media-103404.wav,"[ 0.07  0.56  1.05  1.53  2.01  2.5   2.98  3.47  3.95  4.43  4.91  5.4
  5.88  6.37  6.85  7.34  7.82  8.31  8.79  9.27  9.75 10.24 10.72 11.21
 11.69 12.17 12.66 13.14 13.63 14.11 14.6  15.08 15.56 16.05 16.53 17.01
 17.5  17.98 18.47 18.95 19.44 19.91 20.4  20.88 21.37 21.86 22.34 22.83
 23.31 23.79 24.28 24.76 25.24 25.72 26.21 26.69 27.18 27.66 28.14 28.63
 29.11 29.59]","[ 0.07  2.01  3.95  5.88  7.82  9.75 11.69 13.63 15.56 17.5  19.44 21.37
 23.31 25.24 27.18 29.11]"
Media-103908.wav,"[ 0.76  1.23  1.71  2.2   2.69  3.16  3.65  4.12  4.61  5.08  5.56  6.04
  6.53  7.    7.49  7.97  8.45  8.92  9.4   9.88 10.37 10.84 11.33 11.81
 12.29 12.76 13.24 13.72 14.21 14.68 15.16 15.64 16.13 16.6  17.09 17.57
 18.05 18.52 19.01 19.49 19.97 20.44 20.92 21.4  21.88 22.36 22.85 23.31
 23.77 24.28 24.77 25.25 25.73 26.2  26.69 27.17 27.65 28.12 28.6  29.08
 29.57]","[ 0.76  2.69  4.61  6.53  8.45 10.37 12.29 14.21 16.13 18.05 19.97 21.88
 23.77 25.73 27.65 29.57]"
Albums-Latino_Latino-06.wav,"[ 0.43  1.02  1.61  2.13  2.71  3.29  3.86  4.42  4.97  5.54  6.1   6.68
  7.27  7.81  8.4   8.98  9.52 10.12 10.69 11.26 11.82 12.4  12.97 13.54
 14.12 14.68 15.24 15.81 16.39 16.95 17.52 18.09 18.65 19.22 19.79 20.35
 20.93 21.49 22.07 22.62 23.19 23.74 24.3  24.87 25.44 26.   26.57 27.13
 27.69 28.27 28.83 29.39 29.94]","[ 0.43  2.71  4.97  7.27  9.52 11.82 14.12 16.39 18.65 20.93 23.19 25.44
 27.69 29.94]"
Media-103901.wav,"[17.35 17.95 18.52 19.12 19.71 20.3  20.89 21.47 22.06 22.65 23.24 23.83
 24.42 25.02 25.6  26.18 26.78 27.37 27.95 28.54 29.14 29.72]",[17.35 19.71 22.06 24.42 26.78 29.14]
Albums-Fire-15.wav,"[ 0.13  0.71  1.29  1.88  2.44  3.03  3.6   4.18  4.75  5.34  5.91  6.5
  7.07  7.65  8.23  8.8   9.37  9.96 10.54 11.12 11.7  12.28 12.85 13.43
 14.01 14.6  15.15 15.73 16.31 16.89 17.47 18.04 18.6  19.2  19.76 20.36
 20.92 21.5  22.08 22.65 23.22 23.8  24.37 24.96 25.54 26.12 26.7  27.27
 27.84 28.41 28.99 29.58]","[ 0.13  2.44  4.75  7.07  9.37 11.7  14.01 16.31 18.6  20.92 23.22 25.54
 27.84]"
Media-103914.wav,"[1.2000e-02 5.8700e-01 1.1700e+00 1.7530e+00 2.3530e+00 2.9570e+00
 3.5630e+00 4.1570e+00 4.7570e+00 5.3530e+00 5.9530e+00 6.5530e+00
 7.1600e+00 7.7670e+00 8.3700e+00 8.9700e+00 9.5770e+00 1.0173e+01
 1.0770e+01 1.1357e+01 1.1957e+01 1.2557e+01 1.3163e+01 1.3767e+01
 1.4377e+01 1.4987e+01 1.5590e+01 1.6197e+01 1.6800e+01 1.7407e+01
 1.8007e+01 1.8610e+01 1.9217e+01 1.9823e+01 2.0453e+01 2.1103e+01
 2.1747e+01 2.2367e+01 2.2973e+01 2.3583e+01 2.4187e+01 2.4780e+01
 2.5370e+01 2.5980e+01 2.6593e+01 2.7210e+01 2.7810e+01 2.8403e+01
 2.9000e+01 2.9597e+01]","[ 1.753  4.157  6.553  8.97  11.357 13.767 16.197 18.61  21.103 23.583
 25.98  28.403]"
Albums-Pais_Tropical-15.wav,"[ 1.29   1.643  1.993  2.347  2.693  3.043  3.39   3.74   4.09   4.443
  4.793  5.147  5.493  5.843  6.19   6.54   6.89   7.243  7.593  7.943
  8.29   8.643  8.993  9.343  9.687 10.04  10.39  10.747 11.09  11.44
 11.787 12.137 12.483 12.83  13.18  13.533 13.883 14.237 14.583 14.937
 15.283 15.637 15.983 16.33  16.677 17.027 17.38  17.727 18.073 18.42
 18.773 19.123 19.473 19.82  20.173 20.523 20.873 21.22  21.573 21.923
 22.273 22.62  22.97  23.32  23.67  24.02  24.37  24.72  25.07  25.42
 25.77  26.12  26.47  26.82  27.17  27.517 27.867 28.217 28.57  28.917
 29.263 29.61  29.96 ]","[ 1.29   2.693  4.09   5.493  6.89   8.29   9.687 11.09  12.483 13.883
 15.283 16.677 18.073 19.473 20.873 22.273 23.67  25.07  26.47  27.867
 29.263]"
Media-103606.wav,"[ 7.57   8.17   8.764  9.343  9.915 10.483 11.054 11.648 12.259 12.861
 13.448 14.026 14.606 15.186 15.769 16.359 16.956 17.556 18.15  18.733
 19.312 19.902 20.494 21.079 21.656 22.239 22.832 23.43  24.023 24.612
 25.2   25.792 26.377 26.965 27.553 28.146 28.733 29.313 29.886]",[ 7.57   9.915 12.259 14.606 16.956 19.312 21.656 24.023 26.377 28.733]
Albums-Chrisanne2-04.wav,"[ 0.55  1.01  1.48  1.92  2.36  2.82  3.26  3.73  4.16  4.61  5.06  5.53
  5.95  6.41  6.87  7.3   7.73  8.19  8.64  9.07  9.52  9.98 10.44 10.89
 11.35 11.82 12.25 12.7  13.13 13.58 14.03 14.46 14.88 15.33 15.77 16.21
 16.64 17.09 17.54 17.98 18.42 18.86 19.31 19.77 20.22 20.71 21.16 21.61
 22.03 22.49 22.95 23.4  23.85 24.29 24.77 25.22 25.69 26.1  26.55 26.99
 27.43 27.88 28.32 28.75 29.21 29.64]","[ 0.55  2.36  4.16  5.95  7.73  9.52 11.35 13.13 14.88 16.64 18.42 20.22
 22.03 23.85 25.69 27.43 29.21]"
Media-105504.wav,"[ 0.04        0.76        1.47002268  2.19002267  2.90004535  3.60997732
  4.32997732  5.04        5.76        6.48        7.19020408  7.88244898
  8.60997732  9.30004535  9.96       10.68997732 11.38285714 12.09469388
 12.90004535 13.60997732 14.28997732 15.04997732 15.74004535 16.44
 17.18004535 17.88       18.62004535 19.34004535 20.04997732 20.76
 21.45959184 22.19002268 22.92       23.60997732 24.30040816 25.00571428
 25.69142857 26.39673469 27.04997732 27.76816326 28.52571428 29.25714286
 30.01469388]","[ 0.04        2.19002267  4.32997732  6.48        8.60997732 10.68997732
 12.90004535 15.04997732 17.18004535 19.34004535 21.45959184 23.60997732
 25.69142857 27.76816326 30.01469388]"
Media-104905.wav,"[ 0.13   0.803  1.493  2.17   2.86   3.54   4.227  4.927  5.643  6.38
  7.114  7.852  8.558  9.253  9.942 10.659 11.388 12.094 12.775 13.457
 14.157 14.867 15.56  16.26  16.973 17.68  18.387 19.083 19.793 20.52
 21.258 21.982 22.672 23.337 24.035 24.771 25.537 26.272 26.989 27.72
 28.467 29.199 29.912]","[ 0.13   2.17   4.227  6.38   8.558 10.659 12.775 14.867 16.973 19.083
 21.258 23.337 25.537 27.72  29.912]"
Media-103306.wav,"[ 0.14        0.6370068   1.12800454  1.60199546  2.07199546  2.53
  2.97900227  3.43600907  3.89199546  4.3729932   4.84800454  5.3270068
  5.79        6.24800453  6.7029932   7.16800453  7.65        8.12399093
  8.58501134  9.03900227  9.5029932   9.9670068  10.41800453 10.86600907
 11.32099773 11.7829932  12.25       12.7029932  13.16       13.61800454
 14.07900227 14.5329932  14.98099773 15.44501134 15.91900227 16.39600907
 16.86099773 17.3129932  17.7629932  18.21199546 18.67501134 19.13501134
 19.59600907 20.05399093 20.51099773 20.97       21.42       21.87900227
 22.34600907 22.80800453 23.25800454 23.6970068  24.15099773 24.61800454
 25.08       25.5329932  25.98199546 26.45399093 26.92399093 27.41405896
 27.87845805 28.33124717 28.80435374 29.27165533]","[ 1.12800454  2.97900227  4.84800454  6.7029932   8.58501134 10.41800453
 12.25       14.07900227 15.91900227 17.7629932  19.59600907 21.42
 23.25800454 25.08       26.92399093 28.80435374]"
Albums-Latin_Jam2-15.wav,"[ 0.06  0.64  1.25  1.8   2.37  2.94  3.52  4.1   4.68  5.26  5.84  6.42
  7.    7.57  8.15  8.73  9.31  9.89 10.5  11.05 11.62 12.2  12.78 13.36
 13.93 14.52 15.1  15.68 16.25 16.83 17.4  17.98 18.56 19.14 19.72 20.3
 20.87 21.45 22.03 22.61 23.19 23.77 24.35 24.93 25.5  26.07 26.65 27.23
 27.81 28.4  29.01 29.56]","[ 0.06  2.37  4.68  7.    9.31 11.62 13.93 16.25 18.56 20.87 23.19 25.5
 27.81]"
Media-103910.wav,"[ 0.34539683  0.96997732  1.55002267  2.15002268  2.74004535  3.34004535
  3.92997732  4.52997732  5.11002267  5.71002268  6.31002267  6.88997732
  7.50004535  8.11002267  8.69995465  9.31002268  9.90004535 10.48997732
 11.08       11.71002267 12.27002267 12.88       13.48       14.07002268
 14.66004535 15.27002267 15.84997732 16.46004535 17.04       17.63002267
 18.24       18.84997732 19.44       20.04997732 20.64       21.26004535
 21.84       22.47002267 23.06004535 23.66004535 24.24997732 24.88
 25.47002267 26.08997732 26.68       27.31002267 27.88997732 28.50004535
 29.10004535 29.72      ]","[ 0.96997732  3.34004535  5.71002268  8.11002267 10.48997732 12.88
 15.27002267 17.63002267 20.04997732 22.47002267 24.88       27.31002267
 29.72      ]"
Albums-AnaBelen_Veneo-01.wav,"[ 0.19446712  0.84997732  1.47002268  2.08        2.68        3.30004535
  3.92997732  4.52997732  5.15002267  5.76        6.36        6.96
  7.59002268  8.2         8.82004535  9.43002268 10.04997732 10.66004535
 11.28       11.88997732 12.50004535 13.12       13.71002267 14.34004535
 14.96       15.56       16.16997732 16.78004535 17.40997732 18.02004535
 18.66004535 19.27002267 19.87002268 20.48997732 21.08997732 21.71002268
 22.31002267 22.94004535 23.56       24.16997732 24.76997732 25.4
 25.98004535 26.6        27.22004535 27.83002267 28.44997732 29.06004535
 29.66004535]","[ 0.84997732  3.30004535  5.76        8.2        10.66004535 13.12
 15.56       18.02004535 20.48997732 22.94004535 25.4        27.83002267]"
Media-105005.wav,"[ 0.08   0.807  1.53   2.253  2.967  3.677  4.387  5.103  5.813  6.523
  7.233  7.947  8.65   9.35  10.053 10.763 11.473 12.177 12.883 13.583
 14.283 14.987 15.703 16.43  17.13  17.813 18.48  19.177 19.867 20.563
 21.233 21.923 22.603 23.313 24.01  24.72  25.41  26.1   26.773 27.423
 28.107 28.81  29.577]","[ 0.08   2.253  4.387  6.523  8.65  10.763 12.883 14.987 17.13  19.177
 21.233 23.313 25.41  27.423 29.577]"
Media-104901.wav,"[ 5.55002268  6.31002267  7.04997732  7.76997732  8.51002268  9.24
 10.         10.74004535 11.46004535 12.18004535 12.94004535 13.68997732
 14.44       15.14004535 15.90004535 16.64       17.4        18.12997732
 18.87002268 19.56       20.28       21.08       21.80997732 22.51002267
 23.30004535 24.04997732 24.76997732 25.52997732 26.28       26.99002267
 27.74004535 28.4676644  29.20489796 29.97405896]","[ 5.55002268  7.76997732 10.         12.18004535 14.44       16.64
 18.87002268 21.08       23.30004535 25.52997732 27.74004535 29.97405896]"
